EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
9778,4486,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-10-07
9779,4487,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-03-31
9780,4488,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-04-24
9781,4489,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-06-03
9782,4490,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-05-03
9783,4491,Weapon Recovery,Weapon suspected to be used in the offence recovered from a nearby shop and sent for forensic examination.,2023-01-29
9784,4491,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-01-31
9785,4491,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-01-29
9786,4492,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2026-01-31
9787,4492,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2026-01-02
9788,4492,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-02-12
9789,4493,Seized Document,Documents seized from the accused relevant to the investigation.,2024-08-24
9790,4493,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-08-12
9791,4495,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2022-08-22
9792,4495,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2022-07-26
9793,4496,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-02-26
9794,4497,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-05-11
9795,4497,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-05-17
9796,4498,Rescue Report,Rescue operation report prepared by the investigating team.,2024-03-21
9797,4498,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-01-22
9798,4498,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-03-02
9799,4498,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2024-01-20
9800,4498,Travel Document,Travel/identity documents of the victim seized during the investigation.,2024-02-06
9801,4499,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2026-11-21
9802,4500,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2025-07-13
9803,4501,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-06-14
9804,4501,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2023-07-08
9805,4502,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2022-03-28
9806,4502,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-04-01
9807,4502,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2022-03-08
9808,4503,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2024-03-23
9809,4503,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2024-04-14
9810,4503,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2024-04-18
9811,4503,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2024-02-26
9812,4504,Seized Financial Record,Financial records seized from the premises during search.,2022-11-29
9813,4504,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2022-12-09
9814,4504,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-12-05
9815,4505,Seized Document,Documents seized from the accused relevant to the investigation.,2022-11-02
9816,4505,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-10-12
9817,4505,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-11-01
9818,4505,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-10-09
9819,4505,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-09-25
9820,4506,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-02
9821,4506,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-01-03
9822,4507,Seizure Photograph,Photographs taken at the time of seizure of case property.,2025-10-04
9823,4507,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2025-11-20
9824,4508,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-08-19
9825,4509,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2022-11-12
9826,4509,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2022-10-24
9827,4510,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2025-10-11
9828,4510,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-08-16
9829,4510,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-10-07
9830,4511,Travel Document,Travel/identity documents of the victim seized during the investigation.,2026-02-25
9831,4511,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2026-04-01
9832,4511,Rescue Report,Rescue operation report prepared by the investigating team.,2026-03-07
9833,4511,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-02-08
9834,4511,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-03-26
9835,4512,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2026-03-25
9836,4512,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-04-15
9837,4512,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2026-04-11
9838,4512,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-03-25
9839,4513,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-06-14
9840,4513,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2025-06-30
9841,4514,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2022-02-04
9842,4514,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2022-02-03
9843,4514,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2022-02-24
9844,4515,Digital Communication Record,Digital communication records recovered relevant to the case.,2026-07-14
9845,4516,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-08-11
9846,4517,Seized Financial Record,Financial records seized from the premises during search.,2024-02-20
9847,4517,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-03-14
9848,4518,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-08-26
9849,4518,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-09-10
9850,4521,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2024-12-15
9851,4522,Seized Document,Documents seized from the accused relevant to the investigation.,2024-07-07
9852,4523,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2023-05-09
9853,4523,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2023-05-15
9854,4523,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2023-07-04
9855,4525,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-09-22
9856,4525,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2024-10-24
9857,4525,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-09-21
9858,4525,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2024-10-17
9859,4526,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-01-12
9860,4526,Rescue Report,Rescue operation report prepared by the investigating team.,2026-01-09
9861,4527,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-10-09
9862,4527,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2023-10-30
9863,4528,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2023-09-08
9864,4528,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-09-05
9865,4528,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2023-10-03
9866,4529,Digital Communication Record,Digital communication records recovered relevant to the case.,2026-08-05
9867,4529,Seized Document,Documents seized from the accused relevant to the investigation.,2026-08-23
9868,4529,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2026-07-08
9869,4529,Seized Document,Documents seized from the accused relevant to the investigation.,2026-08-27
9870,4530,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2022-11-25
9871,4530,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2022-12-07
9872,4531,Server Log,Server access logs obtained from the platform involved in the incident.,2023-05-09
9873,4531,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2023-05-10
9874,4531,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2023-06-04
9875,4531,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2023-04-15
9876,4531,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-04-10
9877,4532,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-10-27
9878,4532,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2024-09-06
9879,4533,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-02-20
9880,4534,Digital Communication Record,Digital communication records recovered relevant to the case.,2026-05-28
9881,4534,Seized Document,Documents seized from the accused relevant to the investigation.,2026-06-16
9882,4536,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-10-19
9883,4536,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2023-10-23
9884,4536,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-11-05
9885,4536,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2023-10-03
9886,4537,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2022-11-03
9887,4538,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2026-06-25
9888,4539,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-08-11
9889,4539,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-08-24
9890,4540,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-03-13
9891,4540,Rescue Report,Rescue operation report prepared by the investigating team.,2025-02-23
9892,4541,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2024-11-12
9893,4541,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2025-01-12
9894,4542,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2024-07-19
9895,4542,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-07-19
9896,4542,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-07-17
9897,4543,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-08-01
9898,4543,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2023-07-13
9899,4543,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2023-08-17
9900,4543,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2023-08-19
9901,4544,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2023-07-26
9902,4544,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-06-21
9903,4544,Server Log,Server access logs obtained from the platform involved in the incident.,2023-06-27
9904,4544,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2023-06-20
9905,4546,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-12-04
9906,4547,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-09-25
9907,4547,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2023-10-24
9908,4548,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2022-03-09
9909,4548,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-04-29
9910,4548,Server Log,Server access logs obtained from the platform involved in the incident.,2022-04-11
9911,4549,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-06-13
9912,4549,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-05-27
9913,4549,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2024-05-19
9914,4549,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-05-24
9915,4550,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2025-12-15
9916,4550,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-12-15
9917,4551,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-07-07
9918,4551,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-06-13
9919,4551,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2025-06-13
9920,4552,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-04-01
9921,4552,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2024-03-16
9922,4552,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-04-10
9923,4552,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-04-27
9924,4553,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-03-12
9925,4554,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2026-03-15
9926,4554,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2026-04-27
9927,4556,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2022-10-29
9928,4556,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-11-12
9929,4556,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2022-11-07
9930,4557,Travel Document,Travel/identity documents of the victim seized during the investigation.,2025-03-08
9931,4558,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2025-05-21
9932,4558,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2025-04-12
9933,4558,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2025-04-14
9934,4558,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-05-30
9935,4560,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-10-03
9936,4560,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2024-08-24
9937,4561,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-11-21
9938,4561,Seized Document,Documents seized from the accused relevant to the investigation.,2025-11-20
9939,4561,Digital Communication Record,Digital communication records recovered relevant to the case.,2025-10-22
9940,4561,Seized Document,Documents seized from the accused relevant to the investigation.,2025-11-06
9941,4562,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-08-07
9942,4562,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2024-08-16
9943,4563,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-08-21
9944,4563,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2025-08-07
9945,4564,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-09-13
9946,4564,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2026-09-09
9947,4564,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2026-08-31
9948,4564,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-09-05
9949,4564,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2026-08-25
9950,4565,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-12-30
9951,4565,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-02-05
9952,4565,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-12-30
9953,4565,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-01-15
9954,4566,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2026-06-14
9955,4567,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2024-09-18
9956,4567,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2024-07-27
9957,4567,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2024-08-12
9958,4570,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-11-08
9959,4570,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-11-11
9960,4570,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-12-03
9961,4570,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-12-10
9962,4571,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2024-02-11
9963,4571,Weapon Recovery,Weapon suspected to be used in the offence recovered from the main road junction and sent for forensic examination.,2024-02-04
9964,4571,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2024-02-02
9965,4571,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2024-02-29
9966,4572,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-06-18
9967,4572,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-07-04
9968,4572,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-07-25
9969,4572,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-06-17
9970,4572,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-05-29
9971,4572,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-06-06
9972,4573,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2022-05-03
9973,4573,Server Log,Server access logs obtained from the platform involved in the incident.,2022-06-19
9974,4573,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-06-09
9975,4573,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2022-06-16
9976,4573,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2022-05-08
9977,4574,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2025-11-23
9978,4574,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-01-08
9979,4574,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-11-28
9980,4575,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2022-05-03
9981,4576,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-09-12
9982,4577,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-02-14
9983,4577,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2026-02-10
9984,4577,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2026-03-04
9985,4578,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-03-04
9986,4578,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-03-14
9987,4578,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-01-13
9988,4579,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-01-01
9989,4579,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-02-22
9990,4580,Server Log,Server access logs obtained from the platform involved in the incident.,2025-09-06
9991,4580,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-09-28
9992,4581,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-04-27
9993,4582,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-11-28
9994,4582,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2025-11-30
9995,4582,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2025-11-25
9996,4583,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-08-11
9997,4583,Seized Document,Documents seized from the accused relevant to the investigation.,2022-07-25
9998,4583,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-07-31
9999,4584,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2022-05-23
10000,4584,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2022-07-07
10001,4584,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2022-05-26
10002,4584,Weapon Recovery,Weapon suspected to be used in the offence recovered from a nearby shop and sent for forensic examination.,2022-06-12
10003,4585,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-08-20
10004,4585,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2025-09-18
10005,4587,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-04-30
10006,4587,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-03-24
10007,4587,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2023-05-03
10008,4588,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-20
10009,4588,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2024-01-21
10010,4589,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2025-01-10
10011,4589,Seizure Photograph,Photographs taken at the time of seizure of case property.,2025-03-06
10012,4589,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2025-02-09
10013,4589,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2025-03-04
10014,4590,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2023-07-11
10015,4591,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-11-02
10016,4592,Weapon Recovery,Weapon suspected to be used in the offence recovered from the main road junction and sent for forensic examination.,2025-07-16
10017,4592,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2025-08-29
10018,4593,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-04-09
10019,4594,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2026-03-21
10020,4595,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2024-02-25
10021,4595,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-02-22
10022,4596,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-11-06
10023,4597,Seized Document,Documents seized from the accused relevant to the investigation.,2022-11-12
10024,4597,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-12-10
10025,4598,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-09-07
10026,4598,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2022-08-20
10027,4598,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2022-09-05
10028,4599,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2025-02-19
10029,4600,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2026-03-04
10030,4601,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-03-20
10031,4601,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-05-02
10032,4602,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2022-01-10
10033,4602,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-01-29
10034,4602,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2022-02-19
10035,4602,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2022-01-03
10036,4602,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2022-01-04
10037,4603,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2026-09-18
10038,4604,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-01-31
10039,4604,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2025-02-04
10040,4604,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-01-24
10041,4605,Rescue Report,Rescue operation report prepared by the investigating team.,2024-08-26
10042,4605,Travel Document,Travel/identity documents of the victim seized during the investigation.,2024-10-21
10043,4605,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-09-13
10044,4605,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-10-23
10045,4607,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-04-19
10046,4608,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-05-20
10047,4609,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-12-19
10048,4609,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-10-22
10049,4610,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2025-11-29
10050,4610,Rescue Report,Rescue operation report prepared by the investigating team.,2025-11-24
10051,4610,Travel Document,Travel/identity documents of the victim seized during the investigation.,2025-10-31
10052,4611,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-28
10053,4611,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2024-02-16
10054,4612,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2023-06-29
10055,4612,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2023-06-17
10056,4612,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-06-14
10057,4613,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-02-10
10058,4613,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2026-02-01
10059,4613,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-02-22
10060,4614,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-11-23
10061,4614,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-12-24
10062,4615,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2022-06-15
10063,4615,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2022-05-12
10064,4616,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2023-04-07
10065,4616,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-03-16
10066,4616,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2023-03-20
10067,4616,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-03-28
10068,4616,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-03-05
10069,4618,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2023-08-08
10070,4618,Seized Financial Record,Financial records seized from the premises during search.,2023-08-12
10071,4618,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2023-08-19
10072,4618,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2023-07-25
10073,4619,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2022-10-29
10074,4620,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-06-30
10075,4620,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-05-28
10076,4620,Seized Document,Documents seized from the accused relevant to the investigation.,2022-07-09
10077,4620,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-06-09
10078,4621,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-10-05
10079,4621,Rescue Report,Rescue operation report prepared by the investigating team.,2024-09-08
10080,4622,Seizure Photograph,Photographs taken at the time of seizure of case property.,2022-07-08
10081,4622,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2022-06-18
10082,4623,Weapon Recovery,Weapon suspected to be used in the offence recovered from the main road junction and sent for forensic examination.,2023-07-16
10083,4624,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-02-27
10084,4624,Server Log,Server access logs obtained from the platform involved in the incident.,2025-01-27
10085,4625,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2023-09-19
10086,4626,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2023-06-07
10087,4626,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2023-06-01
10088,4627,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-10
10089,4627,Travel Document,Travel/identity documents of the victim seized during the investigation.,2023-12-09
10090,4627,Rescue Report,Rescue operation report prepared by the investigating team.,2024-01-06
10091,4627,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2024-01-07
10092,4628,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-03-17
10093,4628,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-02-19
10094,4628,Seized Property List,Inventory list of property seized from the scene under panchnama.,2026-03-04
10095,4629,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2024-08-18
